,State,County,Cases,Deaths,Date_of_minig
2352,TX,Gray County,38,0,2020-04-30
2353,ND,McIntosh County,<20,0,2020-04-30
2354,TN,Overton County,<20,0,2020-04-30
2355,TX,Gaines County,<20,0,2020-04-30
2356,OH,Fulton County,20,0,2020-04-30
2357,VT,Chittenden County,416,31,2020-04-30
2358,TN,Rhea County,<20,0,2020-04-30
2359,TX,Upshur County,<20,0,2020-04-30
2360,WA,King County,6001,429,2020-04-30
2361,WA,Kitsap County,148,<20,2020-04-30
2362,TN,McNairy County,<20,0,2020-04-30
2363,WV,Morgan County,<20,0,2020-04-30
2364,ND,Mountrail County,35,0,2020-04-30
2365,ND,Mercer County,0,0,2020-04-30
2366,PA,Perry County,27,<20,2020-04-30
2367,VA,Covington city,<20,0,2020-04-30
2368,SC,Dorchester County,91,<20,2020-04-30
2369,NE,York County,<20,0,2020-04-30
2370,TX,Mitchell County,<20,0,2020-04-30
2371,OR,Washington County,474,<20,2020-04-30
2372,MS,Amite County,26,0,2020-04-30
2373,TX,Nacogdoches County,141,<20,2020-04-30
2374,SC,Florence County,273,<20,2020-04-30
2375,TN,Campbell County,<20,<20,2020-04-30
2376,TX,Atascosa County,<20,<20,2020-04-30
2377,NY,Wyoming County,63,<20,2020-04-30
2378,TN,Chester County,<20,0,2020-04-30
2379,PA,Fayette County,79,<20,2020-04-30
2380,ND,Oliver County,<20,0,2020-04-30
2381,OK,Haskell County,<20,0,2020-04-30
2382,TN,Knox County,214,<20,2020-04-30
2383,SC,Lancaster County,90,<20,2020-04-30
2384,ND,Nelson County,<20,0,2020-04-30
2385,OK,Nowata County,20,0,2020-04-30
2386,TX,Newton County,<20,0,2020-04-30
2387,TX,Bowie County,69,<20,2020-04-30
2388,MO,Jackson County (including other portions of Kansas City),817,25,2020-04-30
2389,VA,Greensville County,36,<20,2020-04-30
2390,OK,Adair County,64,<20,2020-04-30
2391,MS,George County,<20,<20,2020-04-30
2392,SD,Buffalo County,<20,0,2020-04-30
2393,WV,Putnam County,22,0,2020-04-30
2394,MO,Jasper County,23,0,2020-04-30
2395,OH,Portage County,226,35,2020-04-30
2396,TX,Caldwell County,<20,0,2020-04-30
2397,SD,Sanborn County,<20,0,2020-04-30
2398,OH,Shelby County,30,<20,2020-04-30
2399,TN,Lake County,50,0,2020-04-30
2400,TN,Montgomery County,139,<20,2020-04-30
2401,ND,Benson County,0,0,2020-04-30
2402,VA,Fairfax city,27,<20,2020-04-30
2403,TX,Hudspeth County,0,0,2020-04-30
2404,VT,Windsor County,40,<20,2020-04-30
2405,OH,Highland County,<20,0,2020-04-30
2406,SD,Haakon County,0,0,2020-04-30
2407,MN,Nicollet County,<20,<20,2020-04-30
2408,SD,Kingsbury County,0,0,2020-04-30
2409,MS,Calhoun County,50,<20,2020-04-30
2410,OR,Multnomah County,677,40,2020-04-30
2411,OH,Vinton County,<20,0,2020-04-30
2412,NC,Sampson County,44,0,2020-04-30
2413,ND,Grant County,<20,0,2020-04-30
2414,TN,Macon County,39,<20,2020-04-30
2415,WV,Nicholas County,<20,0,2020-04-30
2416,WA,Pacific County,<20,0,2020-04-30
2417,PA,Indiana County,62,<20,2020-04-30
2418,PA,Lycoming County,58,0,2020-04-30
2419,NV,Lander County,<20,0,2020-04-30
2420,MS,Hancock County,61,<20,2020-04-30
2421,VA,Fredericksburg City,27,0,2020-04-30
2422,TX,El Paso County,829,<20,2020-04-30
2423,WA,Klickitat County,<20,<20,2020-04-30
2424,TX,Oldham County,<20,<20,2020-04-30
2425,WV,Pocahontas County,<20,0,2020-04-30
2426,NC,Pitt County,115,<20,2020-04-30
2427,VA,Falls Church city,26,<20,2020-04-30
2428,VA,Tazewell County,<20,0,2020-04-30
2429,TX,Blanco County,<20,0,2020-04-30
2430,TX,Hood County,<20,<20,2020-04-30
2431,TX,Hockley County,20,<20,2020-04-30
2432,TX,Freestone County,<20,0,2020-04-30
2433,MS,Coahoma County,60,<20,2020-04-30
2434,WA,San Juan County,<20,0,2020-04-30
2435,TX,Cass County,<20,0,2020-04-30
2436,TX,Collingsworth County,0,0,2020-04-30
2437,OR,Umatilla County,37,0,2020-04-30
2438,NY,New York County,21312,2035,2020-04-30
2439,VA,Henrico County,835,95,2020-04-30
2440,TX,Denton County,725,20,2020-04-30
2441,OR,Union County,<20,0,2020-04-30
2442,SC,Oconee County,24,0,2020-04-30
2443,OH,Trumbull County,299,27,2020-04-30
2444,OH,Scioto County,<20,0,2020-04-30
2445,VA,Frederick County,97,<20,2020-04-30
2446,TX,Jackson County,<20,0,2020-04-30
2447,OH,Erie County,52,<20,2020-04-30
2448,SC,Orangeburg County,63,<20,2020-04-30
2449,PA,Northampton County,1970,55,2020-04-30
2450,ND,Emmons County,<20,<20,2020-04-30
2451,TN,Johnson County,<20,0,2020-04-30
2452,SD,Grant County,0,0,2020-04-30
2453,TX,Duval County,<20,0,2020-04-30
2454,UT,Washington County,64,<20,2020-04-30
2455,TN,Lincoln County,<20,0,2020-04-30
2456,ND,Golden Valley County,0,0,2020-04-30
2457,MS,Grenada County,28,0,2020-04-30
2458,OH,Morgan County,<20,0,2020-04-30
2459,OH,Hamilton County,1091,58,2020-04-30
2460,TX,Johnson County,62,<20,2020-04-30
2461,SD,Fall River County,<20,0,2020-04-30
2462,OK,Beckham County,<20,0,2020-04-30
2463,TX,Montgomery County,530,<20,2020-04-30
2464,TX,Houston County,<20,0,2020-04-30
2465,TN,Marion County,28,<20,2020-04-30
2466,SC,Newberry County,23,<20,2020-04-30
2467,UT,Wayne County,0,0,2020-04-30
2468,PA,Lehigh County,2685,64,2020-04-30
2469,TX,Jim Hogg County,<20,0,2020-04-30
2470,UT,Summit County,358,0,2020-04-30
2471,VA,Washington County,34,<20,2020-04-30
2472,TX,Baylor County,0,0,2020-04-30
2473,WA,Ferry County,<20,0,2020-04-30
2474,OR,Linn County,81,<20,2020-04-30
2475,TX,Guadalupe County,69,0,2020-04-30
2476,TX,Ector County,76,<20,2020-04-30
2477,TN,Bradley County,46,<20,2020-04-30
2478,MS,Carroll County,22,<20,2020-04-30
2479,PA,Philadelphia County,11604,276,2020-04-30
2480,PA,Potter County,<20,0,2020-04-30
2481,TX,Gregg County,69,0,2020-04-30
2482,VA,Franklin County,20,0,2020-04-30
2483,OK,Kay County,47,<20,2020-04-30
2484,MN,Norman County,<20,0,2020-04-30
2485,TX,Hall County,0,0,2020-04-30
2486,TN,Marshall County,22,<20,2020-04-30
2487,VA,York County,45,<20,2020-04-30
2488,OH,Washington County,95,<20,2020-04-30
2489,UT,Utah County,828,<20,2020-04-30
2490,TN,Putnam County,115,<20,2020-04-30
2491,TX,Nueces County,99,<20,2020-04-30
2492,VT,Bennington County,44,<20,2020-04-30
2493,PA,Mifflin County,34,0,2020-04-30
2494,TN,Pickett County,0,0,2020-04-30
2495,PA,Lebanon County,635,<20,2020-04-30
2496,PA,Huntingdon County,26,0,2020-04-30
2497,VT,Lamoille County,26,<20,2020-04-30
2498,NV,Esmeralda County,0,0,2020-04-30
2499,TX,Garza County,0,0,2020-04-30
2500,NC,Person County,<20,0,2020-04-30
2501,PA,Montour County,47,0,2020-04-30
2502,TX,Fort Bend County,957,22,2020-04-30
2503,OR,Sherman County,<20,0,2020-04-30
2504,UT,Tooele County,56,0,2020-04-30
2505,WV,Mercer County,<20,0,2020-04-30
2506,TX,Childress County,<20,0,2020-04-30
2507,TX,Burnet County,<20,0,2020-04-30
2508,WV,Pendleton County,<20,0,2020-04-30
2509,VT,Orleans County,<20,0,2020-04-30
2510,WA,Garfield County,0,0,2020-04-30
2511,TX,Anderson County,23,0,2020-04-30
2512,OK,Kiowa County,<20,0,2020-04-30
2513,SD,McCook County,<20,<20,2020-04-30
2514,TX,Frio County,<20,0,2020-04-30
2515,TX,Howard County,<20,<20,2020-04-30
2516,TX,Gillespie County,<20,0,2020-04-30
2517,VA,Bristol city,<20,0,2020-04-30
2518,PA,Monroe County,1097,48,2020-04-30
2519,VA,Halifax County,<20,0,2020-04-30
2520,OR,Tillamook County,<20,0,2020-04-30
2521,WV,Monroe County,<20,0,2020-04-30
2522,TX,Galveston County,548,24,2020-04-30
2523,SD,Marshall County,<20,0,2020-04-30
2524,VA,Emporia city,20,<20,2020-04-30
2525,TN,Cocke County,<20,0,2020-04-30
2526,MS,Forrest County,196,<20,2020-04-30
2527,ND,Hettinger County,0,0,2020-04-30
2528,TX,Bee County,<20,0,2020-04-30
2529,SD,Lyman County,<20,0,2020-04-30
2530,TN,Maury County,40,0,2020-04-30
2531,TX,Hardeman County,0,0,2020-04-30
2532,SD,Hyde County,<20,0,2020-04-30
2533,ND,Kidder County,0,0,2020-04-30
2534,OH,Henry County,<20,0,2020-04-30
2535,OH,Crawford County,41,0,2020-04-30
2536,PA,Mercer County,66,<20,2020-04-30
2537,OH,Pickaway County,1706,<20,2020-04-30
2538,PA,Schuylkill County,330,<20,2020-04-30
2539,SD,Hamlin County,<20,0,2020-04-30
2540,PA,Somerset County,26,0,2020-04-30
2541,VA,Amelia County,<20,<20,2020-04-30
2542,SD,Turner County,<20,0,2020-04-30
2543,NC,Rutherford County,120,<20,2020-04-30
2544,MS,Clay County,33,<20,2020-04-30
2545,TN,Smith County,20,<20,2020-04-30
2546,OH,Geauga County,148,<20,2020-04-30
2547,OH,Defiance County,20,<20,2020-04-30
2548,WV,Marion County,45,<20,2020-04-30
2549,TX,Crockett County,0,0,2020-04-30
2550,TN,Clay County,<20,0,2020-04-30
2551,TX,Angelina County,46,0,2020-04-30
2552,WV,Mineral County,<20,0,2020-04-30
2553,TN,Stewart County,<20,0,2020-04-30
2554,TX,Terry County,<20,0,2020-04-30
2555,NC,Randolph County,154,<20,2020-04-30
2556,WV,Marshall County,<20,0,2020-04-30
2557,TN,Sullivan County,47,<20,2020-04-30
2558,SC,Dillon County,44,0,2020-04-30
2559,MN,Nobles County,477,<20,2020-04-30
2560,TX,Travis County,1464,42,2020-04-30
2561,VA,Appomattox County,<20,0,2020-04-30
2562,OR,Wheeler County,0,0,2020-04-30
2563,VT,Washington County,32,<20,2020-04-30
2564,WA,Lewis County,29,<20,2020-04-30
2565,VA,Buena Vista city,<20,0,2020-04-30
2566,PA,Pike County,362,<20,2020-04-30
2567,SD,Hanson County,0,0,2020-04-30
2568,VA,Greene County,<20,<20,2020-04-30
2569,TN,Benton County,<20,<20,2020-04-30
2570,TN,Blount County,55,<20,2020-04-30
2571,TX,Brazos County,182,<20,2020-04-30
2572,OH,Sandusky County,<20,<20,2020-04-30
2573,TN,Moore County,<20,0,2020-04-30
2574,NY,Westchester County,28245,963,2020-04-30
2575,TX,Upton County,0,0,2020-04-30
2576,ND,Pierce County,<20,0,2020-04-30
2577,TX,Cochran County,<20,0,2020-04-30
2578,WV,Mason County,<20,0,2020-04-30
2579,VA,Franklin city,<20,0,2020-04-30
2580,VT,Grand Isle County,<20,0,2020-04-30
2581,VA,Gloucester County,22,<20,2020-04-30
2582,VA,Grayson County,<20,0,2020-04-30
2583,VA,Warren County,47,0,2020-04-30
2584,VA,Albemarle County,80,<20,2020-04-30
2585,TN,Cumberland County,70,0,2020-04-30
2586,WA,Kittitas County,<20,0,2020-04-30
2587,WA,Pend Oreille County,<20,0,2020-04-30
2588,TN,Morgan County,<20,0,2020-04-30
2589,SD,Jones County,0,0,2020-04-30
2590,VT,Caledonia County,<20,0,2020-04-30
2591,TN,Robertson County,139,0,2020-04-30
2592,SD,Mellette County,0,0,2020-04-30
2593,VT,Rutland County,44,<20,2020-04-30
2594,OH,Seneca County,<20,<20,2020-04-30
2595,WA,Mason County,23,<20,2020-04-30
2596,TX,Bexar County,1275,44,2020-04-30
2597,VA,Galax city,<20,0,2020-04-30
2598,SC,Lexington County,347,<20,2020-04-30
2599,TX,Chambers County,41,0,2020-04-30
2600,ND,McHenry County,<20,<20,2020-04-30
2601,TX,Taylor County,255,<20,2020-04-30
2602,TN,Davidson County,2383,25,2020-04-30
2603,VT,Orange County,<20,0,2020-04-30
2604,OH,Williams County,31,<20,2020-04-30
2605,TX,Kendall County,<20,0,2020-04-30
2606,WA,Island County,168,<20,2020-04-30
2607,TX,Kaufman County,75,0,2020-04-30
2608,TN,Unicoi County,<20,0,2020-04-30
2609,TX,Trinity County,<20,0,2020-04-30
2610,OK,Pawnee County,29,<20,2020-04-30
2611,SD,Hand County,<20,0,2020-04-30
2612,TX,Hale County,24,<20,2020-04-30
2613,VA,Alexandria City,653,20,2020-04-30
2614,TN,Union County,<20,0,2020-04-30
2615,TX,Kenedy County,0,0,2020-04-30
2616,ND,McLean County,<20,0,2020-04-30
2617,WI,Jackson County,<20,<20,2020-04-30
2618,TN,Sevier County,46,<20,2020-04-30
2619,WV,Ohio County,26,<20,2020-04-30
2620,WA,Lincoln County,<20,0,2020-04-30
2621,SD,Jerauld County,<20,<20,2020-04-30
2622,TX,Coke County,0,0,2020-04-30
2623,TN,Sumner County,608,34,2020-04-30
2624,TN,Tipton County,96,0,2020-04-30
2625,SD,Jackson County,0,0,2020-04-30
2626,SD,Harding County,0,0,2020-04-30
2627,SD,Lawrence County,<20,0,2020-04-30
2628,MN,Olmsted County,251,<20,2020-04-30
2629,WA,Pierce County,1293,48,2020-04-30
2630,TN,Trousdale County,50,<20,2020-04-30
2631,TX,Clay County,<20,0,2020-04-30
2632,TN,Cheatham County,42,0,2020-04-30
2633,TX,Hansford County,<20,0,2020-04-30
2634,TX,Brazoria County,464,<20,2020-04-30
2635,VA,Amherst County,<20,<20,2020-04-30
2636,TX,Brown County,34,<20,2020-04-30
2637,TX,Coleman County,0,0,2020-04-30
2638,TN,Monroe County,<20,<20,2020-04-30
2639,ND,Morton County,24,<20,2020-04-30
2640,OK,Ottawa County,32,<20,2020-04-30
2641,VA,Sussex County,30,<20,2020-04-30
2642,ND,Ramsey County,<20,0,2020-04-30
2643,VT,Addison County,61,<20,2020-04-30
2644,VA,Statewide Unallocated,0,0,2020-04-30
2645,TN,Perry County,<20,0,2020-04-30
2646,SD,Hutchinson County,<20,0,2020-04-30
2647,TX,Castro County,<20,<20,2020-04-30
2648,TN,Crockett County,<20,0,2020-04-30
2649,TX,Ochiltree County,24,<20,2020-04-30
2650,TX,Harris County,5827,98,2020-04-30
2651,TX,Cherokee County,<20,<20,2020-04-30
2652,OK,Okmulgee County,<20,0,2020-04-30
2653,VT,Statewide Unallocated,<20,0,2020-04-30
2654,TX,Grayson County,24,0,2020-04-30
2655,TX,Comal County,49,<20,2020-04-30
2656,TN,Rutherford County,434,<20,2020-04-30
2657,VA,Accomack County,223,<20,2020-04-30
2658,TX,Throckmorton County,0,0,2020-04-30
2659,VA,Arlington County,865,32,2020-04-30
2660,TX,Colorado County,<20,0,2020-04-30
2661,VA,Wise County,22,<20,2020-04-30
2662,WI,Iron County,<20,<20,2020-04-30
2663,TN,Roane County,<20,0,2020-04-30
2664,PA,Susquehanna County,82,<20,2020-04-30
2665,SD,Lake County,<20,0,2020-04-30
2666,TX,Navarro County,28,<20,2020-04-30
2667,TX,Hamilton County,<20,0,2020-04-30
2668,ND,Logan County,0,0,2020-04-30
2669,TN,Sequatchie County,<20,0,2020-04-30
2670,WA,Grays Harbor County,<20,0,2020-04-30
2671,TX,Karnes County,<20,0,2020-04-30
2672,SD,McPherson County,<20,0,2020-04-30
2673,OK,Oklahoma County,729,29,2020-04-30
2674,TX,Tyler County,<20,0,2020-04-30
2675,VT,Windham County,71,<20,2020-04-30
2676,SD,Hughes County,<20,0,2020-04-30
2677,TX,Kent County,0,0,2020-04-30
2678,TX,Collin County,676,<20,2020-04-30
2679,OK,Osage County,72,<20,2020-04-30
2680,TX,Comanche County,<20,0,2020-04-30
2681,VA,Augusta County,39,<20,2020-04-30
2682,WI,Iowa County,<20,0,2020-04-30
2683,TN,Warren County,<20,0,2020-04-30
2684,TX,Midland County,74,<20,2020-04-30
2685,OH,Stark County,324,36,2020-04-30
2686,TX,Mills County,0,0,2020-04-30
2687,TX,Irion County,0,0,2020-04-30
2688,SC,Laurens County,38,<20,2020-04-30
2689,SC,McCormick County,<20,<20,2020-04-30
2690,TX,Brewster County,0,0,2020-04-30
2691,OK,Alfalfa County,<20,0,2020-04-30
2692,VA,Giles County,<20,0,2020-04-30
2693,TX,Fannin County,<20,0,2020-04-30
2694,TX,Fisher County,0,0,2020-04-30
2695,TX,Calhoun County,30,<20,2020-04-30
2696,TX,Glasscock County,0,0,2020-04-30
2697,TX,Goliad County,<20,0,2020-04-30
2698,TX,Camp County,<20,0,2020-04-30
2699,PA,Montgomery County,4043,249,2020-04-30
2700,WA,Jefferson County,28,0,2020-04-30
2701,ND,McKenzie County,<20,0,2020-04-30
2702,WV,Monongalia County,103,<20,2020-04-30
2703,VA,Chesapeake City,220,<20,2020-04-30
2704,ND,Pembina County,<20,0,2020-04-30
2705,WV,Preston County,<20,0,2020-04-30
2706,TN,Scott County,<20,0,2020-04-30
2707,SD,Lincoln County,133,0,2020-04-30
2708,SD,Miner County,<20,0,2020-04-30
2709,TN,Van Buren County,<20,0,2020-04-30
2710,TN,Weakley County,<20,0,2020-04-30
2711,WY,Goshen County,<20,0,2020-04-30
2712,WY,Johnson County,<20,<20,2020-04-30
2713,WY,Lincoln County,<20,0,2020-04-30
2714,WY,Natrona County,39,0,2020-04-30
2715,WY,Niobrara County,<20,0,2020-04-30
2716,WY,Park County,<20,0,2020-04-30
2717,TN,Washington County,54,0,2020-04-30
2718,TN,Wayne County,<20,0,2020-04-30
2719,WY,Hot Springs County,<20,0,2020-04-30
2720,WY,Laramie County,92,0,2020-04-30
2721,ND,Divide County,<20,0,2020-04-30
2722,ND,Eddy County,<20,0,2020-04-30
2723,PA,Lackawanna County,854,71,2020-04-30
2724,OK,McClain County,35,0,2020-04-30
2725,WY,Platte County,0,0,2020-04-30
2726,PA,Lancaster County,1678,78,2020-04-30
2727,OH,Richland County,80,<20,2020-04-30
2728,WY,Sheridan County,<20,0,2020-04-30
2729,TN,Lauderdale County,<20,0,2020-04-30
2730,WY,Sublette County,<20,0,2020-04-30
2731,SC,Greenville County,661,22,2020-04-30
2732,OK,Noble County,<20,0,2020-04-30
2733,OH,Guernsey County,<20,0,2020-04-30
2734,TX,Dawson County,21,<20,2020-04-30
2735,TX,Ellis County,133,<20,2020-04-30
2736,TN,McMinn County,70,0,2020-04-30
2737,TN,Carter County,<20,<20,2020-04-30
2738,OK,Statewide Unallocated,0,0,2020-04-30
2739,ND,Griggs County,0,0,2020-04-30
2740,WA,Franklin County,265,<20,2020-04-30
2741,PA,McKean County,<20,0,2020-04-30
2742,TX,Cameron County,376,<20,2020-04-30
2743,VA,Westmoreland County,21,0,2020-04-30
2744,VT,Essex County,<20,0,2020-04-30
2745,TX,Motley County,<20,0,2020-04-30
2746,OK,Okfuskee County,<20,0,2020-04-30
2747,SD,Gregory County,0,0,2020-04-30
2748,ND,LaMoure County,0,0,2020-04-30
2749,TN,Claiborne County,<20,0,2020-04-30
2750,TX,Jones County,<20,0,2020-04-30
2751,WA,Grant County,155,<20,2020-04-30
2752,VA,Wythe County,<20,<20,2020-04-30
2753,TX,Titus County,<20,0,2020-04-30
2754,TX,Tom Green County,44,<20,2020-04-30
2755,WA,Skamania County,<20,0,2020-04-30
2756,TX,Panola County,80,<20,2020-04-30
2757,WV,Randolph County,<20,0,2020-04-30
2758,NC,Statewide Unallocated,<20,0,2020-04-30
2759,WI,Kewaunee County,<20,<20,2020-04-30
2760,WY,Sweetwater County,<20,0,2020-04-30
2761,NC,Anson County,22,0,2020-04-30
2762,TX,Pecos County,<20,0,2020-04-30
2763,VA,Lynchburg city,51,<20,2020-04-30
2764,WA,Thurston County,100,<20,2020-04-30
2765,TX,Cooke County,<20,0,2020-04-30
2766,TX,Walker County,200,<20,2020-04-30
2767,TX,Parmer County,<20,0,2020-04-30
2768,VA,Hopewell city,24,0,2020-04-30
2769,OK,Muskogee County,26,<20,2020-04-30
2770,WV,Mingo County,<20,<20,2020-04-30
2771,TX,La Salle County,<20,0,2020-04-30
2772,WV,Ritchie County,0,0,2020-04-30
2773,TX,Val Verde County,<20,0,2020-04-30
2774,VA,Harrisonburg City,406,<20,2020-04-30
2775,WY,Teton County,65,0,2020-04-30
2776,WY,Uinta County,<20,0,2020-04-30
2777,WA,Whitman County,<20,0,2020-04-30
2778,TN,Dyer County,33,0,2020-04-30
2779,WI,Lafayette County,<20,0,2020-04-30
2780,TX,Ward County,0,0,2020-04-30
2781,TX,Parker County,25,0,2020-04-30
2782,WA,Snohomish County,2365,108,2020-04-30
2783,WV,Summers County,<20,0,2020-04-30
2784,VA,Lexington city,<20,0,2020-04-30
2785,TX,Palo Pinto County,<20,<20,2020-04-30
2786,VA,Goochland County,74,<20,2020-04-30
2787,TX,Wheeler County,<20,0,2020-04-30
2788,WI,Lincoln County,0,0,2020-04-30
2789,WI,La Crosse County,27,0,2020-04-30
2790,TN,Giles County,<20,0,2020-04-30
2791,WA,Stevens County,<20,<20,2020-04-30
2792,TX,Kimble County,0,0,2020-04-30
2793,TX,Victoria County,127,<20,2020-04-30
2794,TX,Knox County,<20,0,2020-04-30
2795,VA,Bland County,0,0,2020-04-30
2796,TX,Rains County,<20,0,2020-04-30
2797,TX,Coryell County,105,<20,2020-04-30
2798,TX,Potter County,396,<20,2020-04-30
2799,NC,Buncombe County,53,<20,2020-04-30
2800,TX,Hartley County,<20,0,2020-04-30
2801,NC,Avery County,0,0,2020-04-30
2802,VA,Manassas City,175,<20,2020-04-30
2803,VA,Brunswick County,<20,0,2020-04-30
2804,TX,Haskell County,0,0,2020-04-30
2805,VA,Petersburg city,30,<20,2020-04-30
2806,NC,Alleghany County,<20,0,2020-04-30
2807,VA,Norfolk City,188,<20,2020-04-30
2808,ND,Ransom County,<20,0,2020-04-30
2809,WV,Webster County,0,0,2020-04-30
2810,TN,Grainger County,<20,0,2020-04-30
2811,TX,Henderson County,24,0,2020-04-30
2812,TX,Polk County,<20,0,2020-04-30
2813,WV,Roane County,<20,0,2020-04-30
2814,WA,Wahkiakum County,<20,0,2020-04-30
2815,WI,Juneau County,<20,<20,2020-04-30
2816,TX,Hays County,155,<20,2020-04-30
2817,TX,Lamar County,51,0,2020-04-30
2818,WY,Weston County,0,0,2020-04-30
2819,NC,Alexander County,<20,0,2020-04-30
2820,NY,Yates County,<20,<20,2020-04-30
2821,TX,San Augustine County,<20,<20,2020-04-30
2822,WV,Tyler County,<20,0,2020-04-30
2823,VA,James City County,155,<20,2020-04-30
2824,TX,Lamb County,<20,0,2020-04-30
2825,TX,Lampasas County,<20,0,2020-04-30
2826,TX,Uvalde County,<20,0,2020-04-30
2827,UT,Carbon County,<20,0,2020-04-30
2828,VA,King William County,<20,0,2020-04-30
2829,WV,Upshur County,<20,0,2020-04-30
2830,TN,Fayette County,53,<20,2020-04-30
2831,TX,Cottle County,<20,0,2020-04-30
2832,WV,Taylor County,<20,0,2020-04-30
2833,WA,Walla Walla County,57,0,2020-04-30
2834,TX,Kinney County,0,0,2020-04-30
2835,TX,Roberts County,<20,0,2020-04-30
2836,VA,King George County,30,<20,2020-04-30
2837,NC,Burke County,89,<20,2020-04-30
2838,TN,Dickson County,71,0,2020-04-30
2839,TX,Wharton County,36,0,2020-04-30
2840,WV,Raleigh County,<20,0,2020-04-30
2841,WV,Statewide Unallocated,0,0,2020-04-30
2842,WI,Langlade County,0,0,2020-04-30
2843,WA,Yakima County,1046,45,2020-04-30
2844,TX,Orange County,64,0,2020-04-30
2845,TX,Washington County,136,<20,2020-04-30
2846,TX,Wichita County,63,<20,2020-04-30
2847,WI,Statewide Unallocated,0,0,2020-04-30
2848,TX,Robertson County,<20,0,2020-04-30
2849,TX,Kerr County,<20,0,2020-04-30
2850,VA,Bedford County,25,0,2020-04-30
2851,NC,Ashe County,<20,0,2020-04-30
2852,TX,Williamson County,287,<20,2020-04-30
2853,VA,Staunton city,<20,0,2020-04-30
2854,WV,Barbour County,<20,<20,2020-04-30
2855,OK,Pittsburg County,27,<20,2020-04-30
2856,VA,Botetourt County,27,<20,2020-04-30
2857,WV,Tucker County,<20,0,2020-04-30
2858,WI,Manitowoc County,<20,<20,2020-04-30
2859,TN,Greene County,42,<20,2020-04-30
2860,WA,Whatcom County,293,28,2020-04-30
2861,VA,King and Queen County,<20,0,2020-04-30
2862,VA,Roanoke city,35,0,2020-04-30
2863,TN,Decatur County,<20,0,2020-04-30
2864,VA,Newport News City,112,<20,2020-04-30
2865,TX,Red River County,<20,0,2020-04-30
2866,TN,Fentress County,<20,0,2020-04-30
2867,NC,Camden County,<20,0,2020-04-30
2868,WI,Jefferson County,42,0,2020-04-30
2869,WV,Wirt County,<20,0,2020-04-30
2870,TX,San Patricio County,<20,0,2020-04-30
2871,NC,Bladen County,<20,0,2020-04-30
2872,TN,Grundy County,28,<20,2020-04-30
2873,TX,Lavaca County,<20,<20,2020-04-30
2874,WV,Wayne County,84,<20,2020-04-30
2875,VA,Waynesboro city,<20,0,2020-04-30
2876,TX,Randall County,191,<20,2020-04-30
2877,VA,Lancaster County,<20,0,2020-04-30
2878,VA,Craig County,<20,0,2020-04-30
2879,VA,Richmond City,312,<20,2020-04-30
2880,TN,Gibson County,41,<20,2020-04-30
2881,VA,Buchanan County,<20,0,2020-04-30
2882,NC,Caldwell County,33,0,2020-04-30
2883,TX,Crane County,<20,0,2020-04-30
2884,VA,Poquoson city,<20,0,2020-04-30
2885,TX,Yoakum County,<20,0,2020-04-30
2886,WV,Boone County,<20,0,2020-04-30
2887,WV,Braxton County,<20,0,2020-04-30
2888,WV,Wetzel County,<20,0,2020-04-30
2889,VA,Norton city,<20,0,2020-04-30
2890,VA,Salem city,<20,0,2020-04-30
2891,TX,Reeves County,0,0,2020-04-30
2892,TX,Winkler County,<20,0,2020-04-30
2893,VA,Isle of Wight County,96,<20,2020-04-30
2894,TX,San Jacinto County,<20,0,2020-04-30
2895,TX,Rusk County,33,<20,2020-04-30
2896,UT,Beaver County,0,0,2020-04-30
2897,NC,Beaufort County,20,0,2020-04-30
2898,WV,Wyoming County,<20,0,2020-04-30
2899,VA,Clarke County,<20,0,2020-04-30
2900,UT,Box Elder County,<20,<20,2020-04-30
2901,VA,Charlotte County,<20,0,2020-04-30
2902,TX,Sabine County,<20,0,2020-04-30
2903,TX,Concho County,<20,0,2020-04-30
2904,TX,Runnels County,<20,0,2020-04-30
2905,VA,Dickenson County,0,0,2020-04-30
2906,TX,Presidio County,0,0,2020-04-30
2907,VA,Cumberland County,<20,0,2020-04-30
2908,WA,Skagit County,308,<20,2020-04-30
2909,VA,Suffolk City,152,<20,2020-04-30
2910,UT,Garfield County,<20,0,2020-04-30
2911,TX,Leon County,<20,0,2020-04-30
2912,TX,Refugio County,0,0,2020-04-30
2913,UT,Cache County,43,0,2020-04-30
2914,OH,Hancock County,37,<20,2020-04-30
2915,UT,Davis County,278,<20,2020-04-30
2916,VA,Hampton city,108,<20,2020-04-30
2917,VA,Campbell County,<20,0,2020-04-30
2918,TX,Wise County,<20,<20,2020-04-30
2919,OK,Pontotoc County,<20,<20,2020-04-30
2920,TX,Young County,<20,<20,2020-04-30
2921,TX,Delta County,<20,0,2020-04-30
2922,TX,Van Zandt County,<20,<20,2020-04-30
2923,UT,Daggett County,0,0,2020-04-30
2924,VA,Caroline County,22,0,2020-04-30
2925,VA,Williamsburg City,20,<20,2020-04-30
2926,VA,Portsmouth City,149,<20,2020-04-30
2927,VA,Carroll County,<20,0,2020-04-30
2928,VA,Culpeper County,126,<20,2020-04-30
2929,TX,Sherman County,<20,0,2020-04-30
2930,VA,Charles City County,<20,<20,2020-04-30
2931,OH,Union County,<20,0,2020-04-30
2932,TX,Harrison County,84,<20,2020-04-30
2933,VA,Dinwiddie County,<20,0,2020-04-30
