,State,County,Cases,Deaths,Date_of_minig
1192,NE,Johnson County,<20,0,2020-04-30
1193,MS,Jones County,132,<20,2020-04-30
1194,MS,Kemper County,50,<20,2020-04-30
1195,MI,Livingston County,326,<20,2020-04-30
1196,IA,Clarke County,<20,0,2020-04-30
1197,IA,Union County,<20,0,2020-04-30
1198,IN,Clinton County,35,<20,2020-04-30
1199,ID,Minidoka County,<20,0,2020-04-30
1200,KS,Stafford County,<20,0,2020-04-30
1201,MO,Newton County,<20,<20,2020-04-30
1202,ID,Owyhee County,<20,0,2020-04-30
1203,NV,Carson City,37,<20,2020-04-30
1204,NE,Keya Paha County,0,0,2020-04-30
1205,KS,Gove County,<20,0,2020-04-30
1206,IN,Carroll County,<20,<20,2020-04-30
1207,NE,Antelope County,<20,0,2020-04-30
1208,ID,Washington County,<20,0,2020-04-30
1209,MO,Mercer County,0,0,2020-04-30
1210,LA,Grant Parish,<20,0,2020-04-30
1211,MN,Cass County,<20,0,2020-04-30
1212,MO,Nodaway County,<20,0,2020-04-30
1213,ME,Knox County,<20,0,2020-04-30
1214,LA,Claiborne Parish,53,<20,2020-04-30
1215,MT,Yellowstone County,80,<20,2020-04-30
1216,KY,Martin County,<20,0,2020-04-30
1217,KS,Hamilton County,<20,0,2020-04-30
1218,ME,Androscoggin County,42,<20,2020-04-30
1219,MT,Glacier County,<20,0,2020-04-30
1220,MT,Chouteau County,0,0,2020-04-30
1221,KY,Menifee County,<20,0,2020-04-30
1222,MS,Lee County,71,<20,2020-04-30
1223,LA,Franklin Parish,121,<20,2020-04-30
1224,MO,Lafayette County,34,<20,2020-04-30
1225,KS,Jackson County,<20,0,2020-04-30
1226,MI,Leelanau County,<20,0,2020-04-30
1227,LA,Jefferson Parish,6135,340,2020-04-30
1228,IA,Decatur County,0,0,2020-04-30
1229,MT,Carbon County,<20,0,2020-04-30
1230,NE,Chase County,0,0,2020-04-30
1231,MO,Perry County,41,0,2020-04-30
1232,KY,Marshall County,34,0,2020-04-30
1233,NV,Storey County,0,0,2020-04-30
1234,ME,Lincoln County,<20,0,2020-04-30
1235,GA,Dooly County,119,<20,2020-04-30
1236,KS,Hodgeman County,0,0,2020-04-30
1237,ME,Hancock County,<20,0,2020-04-30
1238,NE,Buffalo County,88,<20,2020-04-30
1239,MT,Lewis and Clark County,<20,0,2020-04-30
1240,MO,Washington County,<20,<20,2020-04-30
1241,MN,Dakota County,156,<20,2020-04-30
1242,MO,Atchison County,<20,0,2020-04-30
1243,MN,Goodhue County,<20,0,2020-04-30
1244,LA,La Salle Parish,21,0,2020-04-30
1245,NE,Clay County,<20,0,2020-04-30
1246,MO,Audrain County,<20,0,2020-04-30
1247,NM,Sierra County,0,0,2020-04-30
1248,NE,Arthur County,0,0,2020-04-30
1249,KS,Greeley County,0,0,2020-04-30
1250,ME,Somerset County,<20,0,2020-04-30
1251,MS,Jefferson Davis County,29,<20,2020-04-30
1252,MO,Platte County,31,0,2020-04-30
1253,NE,Lincoln County,20,<20,2020-04-30
1254,KY,Harlan County,0,0,2020-04-30
1255,KY,Franklin County,<20,0,2020-04-30
1256,NE,Madison County,93,<20,2020-04-30
1257,MT,Custer County,0,0,2020-04-30
1258,ME,Waldo County,48,<20,2020-04-30
1259,IL,Adams County,40,0,2020-04-30
1260,KS,Wabaunsee County,<20,0,2020-04-30
1261,KY,Marion County,<20,0,2020-04-30
1262,MN,Douglas County,<20,0,2020-04-30
1263,NJ,Statewide Unallocated,1108,<20,2020-04-30
1264,MT,Hill County,<20,0,2020-04-30
1265,MO,Morgan County,<20,0,2020-04-30
1266,MO,Webster County,<20,0,2020-04-30
1267,MS,Leflore County,141,<20,2020-04-30
1268,MT,Gallatin County,146,<20,2020-04-30
1269,KY,Montgomery County,<20,0,2020-04-30
1270,NY,Ontario County,90,<20,2020-04-30
1271,NE,Adams County,130,0,2020-04-30
1272,MT,Big Horn County,<20,0,2020-04-30
1273,MO,Barton County,0,0,2020-04-30
1274,KY,Hart County,<20,0,2020-04-30
1275,MT,Carter County,0,0,2020-04-30
1276,IL,Bond County,<20,<20,2020-04-30
1277,ME,Franklin County,27,<20,2020-04-30
1278,NE,Nemaha County,<20,0,2020-04-30
1279,MO,Polk County,<20,0,2020-04-30
1280,NE,Lancaster County,158,0,2020-04-30
1281,NY,Orleans County,80,<20,2020-04-30
1282,MI,Newaygo County,<20,0,2020-04-30
1283,KY,Fulton County,<20,0,2020-04-30
1284,LA,Jefferson Davis Parish,61,<20,2020-04-30
1285,MS,Leake County,179,<20,2020-04-30
1286,MN,Freeborn County,34,0,2020-04-30
1287,MS,Monroe County,153,<20,2020-04-30
1288,MN,Clearwater County,<20,0,2020-04-30
1289,MN,Chisago County,<20,<20,2020-04-30
1290,MT,Stillwater County,<20,0,2020-04-30
1291,ME,Piscataquis County,<20,0,2020-04-30
1292,NM,San Miguel County,<20,0,2020-04-30
1293,NE,Blaine County,0,0,2020-04-30
1294,KY,Mercer County,<20,0,2020-04-30
1295,NM,Luna County,<20,0,2020-04-30
1296,NH,Hillsborough County,896,33,2020-04-30
1297,MO,Ste. Genevieve County,<20,<20,2020-04-30
1298,LA,Evangeline Parish,46,0,2020-04-30
1299,NE,Boone County,0,0,2020-04-30
1300,KS,Smith County,<20,0,2020-04-30
1301,NE,McPherson County,0,0,2020-04-30
1302,NM,Mora County,0,0,2020-04-30
1303,MI,Mason County,<20,0,2020-04-30
1304,NE,Burt County,<20,0,2020-04-30
1305,MS,Issaquena County,0,0,2020-04-30
1306,MO,Phelps County,<20,0,2020-04-30
1307,KY,Muhlenberg County,114,<20,2020-04-30
1308,NH,Belknap County,34,0,2020-04-30
1309,KS,Gray County,<20,0,2020-04-30
1310,MO,Wright County,<20,0,2020-04-30
1311,MO,Pettis County,31,0,2020-04-30
1312,NH,Coos County,<20,0,2020-04-30
1313,KS,Jefferson County,<20,0,2020-04-30
1314,MO,Livingston County,<20,0,2020-04-30
1315,KY,Letcher County,<20,0,2020-04-30
1316,IA,Des Moines County,<20,<20,2020-04-30
1317,KY,Estill County,0,0,2020-04-30
1318,NE,Nuckolls County,0,0,2020-04-30
1319,IA,Dubuque County,88,<20,2020-04-30
1320,MI,Manistee County,<20,0,2020-04-30
1321,MT,Liberty County,<20,0,2020-04-30
1322,KY,Gallatin County,<20,0,2020-04-30
1323,MO,McDonald County,<20,0,2020-04-30
1324,NM,Socorro County,41,<20,2020-04-30
1325,MO,Maries County,<20,0,2020-04-30
1326,MT,Treasure County,0,0,2020-04-30
1327,NV,Washoe County,820,28,2020-04-30
1328,KY,Hancock County,<20,0,2020-04-30
1329,NV,White Pine County,<20,0,2020-04-30
1330,MO,Mississippi County,0,0,2020-04-30
1331,LA,Tensas Parish,<20,0,2020-04-30
1332,KY,Livingston County,<20,0,2020-04-30
1333,MO,Andrew County,<20,0,2020-04-30
1334,IL,Statewide Unallocated,335,0,2020-04-30
1335,MT,Valley County,0,0,2020-04-30
1336,MT,Blaine County,0,0,2020-04-30
1337,KY,Hardin County,37,0,2020-04-30
1338,LA,East Baton Rouge Parish,1787,125,2020-04-30
1339,NE,Jefferson County,<20,0,2020-04-30
1340,KY,Meade County,<20,<20,2020-04-30
1341,NE,Cass County,<20,0,2020-04-30
1342,MO,Ray County,<20,0,2020-04-30
1343,MI,Oceana County,<20,<20,2020-04-30
1344,NE,Cuming County,<20,0,2020-04-30
1345,NM,Taos County,<20,0,2020-04-30
1346,NJ,Bergen County,15251,1002,2020-04-30
1347,MA,Essex County,7972,359,2020-04-30
1348,NV,Pershing County,0,0,2020-04-30
1349,MN,Kittson County,<20,0,2020-04-30
1350,MO,New Madrid County,<20,0,2020-04-30
1351,NM,Lea County,<20,0,2020-04-30
1352,NE,Dundy County,0,0,2020-04-30
1353,MI,Marquette County,43,<20,2020-04-30
1354,NE,Franklin County,<20,0,2020-04-30
1355,MI,Luce County,<20,0,2020-04-30
1356,MN,Dodge County,<20,0,2020-04-30
1357,NE,Garfield County,0,0,2020-04-30
1358,MN,Cook County,0,0,2020-04-30
1359,MT,Garfield County,0,0,2020-04-30
1360,NC,Duplin County,74,0,2020-04-30
1361,MS,Lowndes County,49,<20,2020-04-30
1362,NE,Brown County,0,0,2020-04-30
1363,NM,McKinley County,820,<20,2020-04-30
1364,NC,Stokes County,<20,0,2020-04-30
1365,IN,Crawford County,<20,0,2020-04-30
1366,MO,Bollinger County,<20,0,2020-04-30
1367,MO,Macon County,<20,0,2020-04-30
1368,MS,Oktibbeha County,48,<20,2020-04-30
1369,MT,Broadwater County,<20,0,2020-04-30
1370,MO,Randolph County,<20,0,2020-04-30
1371,KY,Monroe County,<20,0,2020-04-30
1372,NJ,Hudson County,14309,722,2020-04-30
1373,LA,Iberia Parish,247,<20,2020-04-30
1374,NE,Boyd County,0,0,2020-04-30
1375,KY,Pendleton County,<20,0,2020-04-30
1376,NC,Tyrrell County,<20,0,2020-04-30
1377,KY,Morgan County,<20,0,2020-04-30
1378,NH,Sullivan County,<20,0,2020-04-30
1379,LA,Lincoln Parish,80,<20,2020-04-30
1380,MA,Bristol County,3270,137,2020-04-30
1381,NH,Statewide Unallocated,<20,0,2020-04-30
1382,MO,Carroll County,<20,0,2020-04-30
1383,NM,Otero County,<20,0,2020-04-30
1384,MT,Madison County,<20,<20,2020-04-30
1385,MN,Kanabec County,0,0,2020-04-30
1386,MI,Monroe County,277,<20,2020-04-30
1387,MI,Missaukee County,<20,<20,2020-04-30
1388,NE,Cheyenne County,<20,0,2020-04-30
1389,MT,Deer Lodge County,<20,0,2020-04-30
1390,MT,Lake County,<20,0,2020-04-30
1391,NE,Kimball County,<20,0,2020-04-30
1392,NE,Butler County,<20,0,2020-04-30
1393,ME,Statewide Unallocated,<20,0,2020-04-30
1394,KY,Madison County,29,<20,2020-04-30
1395,MO,Carter County,<20,<20,2020-04-30
1396,LA,East Carroll Parish,<20,0,2020-04-30
1397,IN,Clay County,<20,<20,2020-04-30
1398,MO,Moniteau County,40,0,2020-04-30
1399,NV,Lincoln County,0,0,2020-04-30
1400,MO,Chariton County,<20,0,2020-04-30
1401,KY,Graves County,122,<20,2020-04-30
1402,MO,Caldwell County,<20,0,2020-04-30
1403,MI,Mackinac County,<20,0,2020-04-30
1404,LA,De Soto Parish,189,<20,2020-04-30
1405,MN,Cottonwood County,<20,0,2020-04-30
1406,IN,Clark County,283,<20,2020-04-30
1407,MS,Madison County,212,<20,2020-04-30
1408,NE,Otoe County,<20,0,2020-04-30
1409,KS,Grant County,<20,0,2020-04-30
1410,MO,Oregon County,<20,0,2020-04-30
1411,MI,Oakland County,7012,654,2020-04-30
1412,LA,Iberville Parish,443,27,2020-04-30
1413,NY,Otsego County,65,<20,2020-04-30
1414,KY,Mason County,<20,0,2020-04-30
1415,NE,Knox County,<20,0,2020-04-30
1416,MI,Mecosta County,<20,<20,2020-04-30
1417,MT,Fallon County,0,0,2020-04-30
1418,MO,Pemiscot County,21,<20,2020-04-30
1419,MA,Berkshire County,430,31,2020-04-30
1420,ME,Penobscot County,57,0,2020-04-30
1421,LA,Lafourche Parish,635,39,2020-04-30
1422,MN,Hennepin County,975,193,2020-04-30
1423,KY,Perry County,<20,0,2020-04-30
1424,NE,Custer County,22,0,2020-04-30
1425,MN,Red Lake County,<20,0,2020-04-30
1426,NM,Torrance County,<20,0,2020-04-30
1427,KY,Rowan County,<20,0,2020-04-30
1428,NE,Polk County,<20,0,2020-04-30
1429,NE,Dawson County,392,0,2020-04-30
1430,KY,Rockcastle County,<20,0,2020-04-30
1431,MN,Koochiching County,<20,0,2020-04-30
1432,MT,Petroleum County,0,0,2020-04-30
1433,MN,Renville County,<20,0,2020-04-30
1434,MN,Lac Qui Parle County,<20,0,2020-04-30
1435,MN,Lyon County,<20,0,2020-04-30
1436,MN,Roseau County,<20,0,2020-04-30
1437,MN,Rock County,<20,0,2020-04-30
1438,MN,St. Louis County,69,<20,2020-04-30
1439,NC,Davie County,29,<20,2020-04-30
1440,NY,Allegany County,35,<20,2020-04-30
1441,MT,Richland County,<20,0,2020-04-30
1442,NC,Halifax County,52,<20,2020-04-30
1443,NY,Bronx County,35994,3357,2020-04-30
1444,ND,Sargent County,<20,0,2020-04-30
1445,NY,Schoharie County,38,<20,2020-04-30
1446,ND,Steele County,0,0,2020-04-30
1447,MA,Suffolk County,12140,448,2020-04-30
1448,OK,Blaine County,0,0,2020-04-30
1449,NY,Cortland County,28,<20,2020-04-30
1450,NE,Hayes County,0,0,2020-04-30
1451,MI,Saginaw County,609,52,2020-04-30
1452,MT,Fergus County,0,0,2020-04-30
1453,KS,Harvey County,<20,0,2020-04-30
1454,MT,Granite County,0,0,2020-04-30
1455,NH,Cheshire County,40,<20,2020-04-30
1456,NM,Rio Arriba County,<20,0,2020-04-30
1457,MO,Pulaski County,33,<20,2020-04-30
1458,ME,Sagadahoc County,<20,0,2020-04-30
1459,MT,Judith Basin County,0,0,2020-04-30
1460,MO,Pike County,<20,0,2020-04-30
1461,MD,Anne Arundel County,1571,70,2020-04-30
1462,NM,Quay County,<20,<20,2020-04-30
1463,MD,Wicomico County,340,<20,2020-04-30
1464,MT,Lincoln County,<20,<20,2020-04-30
1465,MT,Jefferson County,<20,0,2020-04-30
1466,MD,Caroline County,69,0,2020-04-30
1467,NE,Nance County,<20,0,2020-04-30
1468,MT,Golden Valley County,<20,0,2020-04-30
1469,MO,Putnam County,0,0,2020-04-30
1470,MN,Isanti County,<20,0,2020-04-30
1471,MT,McCone County,0,0,2020-04-30
1472,MN,Itasca County,<20,0,2020-04-30
1473,NH,Carroll County,31,0,2020-04-30
1474,MO,Dade County,0,0,2020-04-30
1475,MS,Lafayette County,88,<20,2020-04-30
1476,NY,Oswego County,63,<20,2020-04-30
1477,MD,Carroll County,416,44,2020-04-30
1478,NH,Merrimack County,144,<20,2020-04-30
1479,MO,Crawford County,<20,0,2020-04-30
1480,MO,Wayne County,0,0,2020-04-30
1481,MT,Musselshell County,<20,0,2020-04-30
1482,MN,Jackson County,<20,0,2020-04-30
1483,NE,Pawnee County,0,0,2020-04-30
1484,NE,Garden County,0,0,2020-04-30
1485,MO,City of St. Louis,1054,55,2020-04-30
1486,MN,Kandiyohi County,64,<20,2020-04-30
1487,MI,Midland County,56,<20,2020-04-30
1488,MO,Clay County,69,<20,2020-04-30
1489,KY,Russell County,<20,<20,2020-04-30
1490,MO,Cape Girardeau County,48,<20,2020-04-30
1491,MN,Houston County,<20,0,2020-04-30
1492,ND,Richland County,<20,0,2020-04-30
1493,LA,Livingston Parish,185,<20,2020-04-30
1494,MN,Hubbard County,0,0,2020-04-30
1495,MA,Hampden County,3546,337,2020-04-30
1496,LA,Madison Parish,<20,0,2020-04-30
1497,NJ,Middlesex County,11102,515,2020-04-30
1498,MI,Montcalm County,37,<20,2020-04-30
1499,NC,Hertford County,32,<20,2020-04-30
1500,MO,Cass County,61,<20,2020-04-30
1501,MT,Missoula County,39,<20,2020-04-30
1502,NJ,Cape May County,299,20,2020-04-30
1503,MO,Cooper County,<20,0,2020-04-30
1504,MN,Mower County,28,0,2020-04-30
1505,NM,Roosevelt County,<20,0,2020-04-30
1506,NJ,Cumberland County,659,<20,2020-04-30
1507,MD,Cecil County,163,<20,2020-04-30
1508,KY,Owen County,<20,0,2020-04-30
1509,NE,Cherry County,<20,0,2020-04-30
1510,NE,Gage County,33,<20,2020-04-30
1511,KY,Owsley County,<20,0,2020-04-30
1512,MO,Christian County,<20,0,2020-04-30
1513,NY,Richmond County,11516,687,2020-04-30
1514,NE,Perkins County,0,0,2020-04-30
1515,NY,Suffolk County,32724,1131,2020-04-30
1516,MI,Otsego County,88,<20,2020-04-30
1517,KY,Powell County,<20,0,2020-04-30
1518,LA,Pointe Coupee Parish,98,<20,2020-04-30
1519,MI,Ottawa County,210,<20,2020-04-30
1520,NM,Valencia County,42,0,2020-04-30
1521,NC,Harnett County,145,<20,2020-04-30
1522,NY,Putnam County,932,45,2020-04-30
1523,NE,Dodge County,50,0,2020-04-30
1524,MO,Cole County,50,<20,2020-04-30
1525,MI,St. Clair County,309,21,2020-04-30
1526,ND,Renville County,0,0,2020-04-30
1527,KY,Ohio County,40,0,2020-04-30
1528,ND,Slope County,<20,0,2020-04-30
1529,MI,Barry County,31,<20,2020-04-30
1530,NC,Dare County,<20,<20,2020-04-30
1531,ME,York County,200,<20,2020-04-30
1532,OK,Bryan County,<20,<20,2020-04-30
1533,NY,Rensselaer County,250,<20,2020-04-30
1534,LA,Morehouse Parish,48,<20,2020-04-30
1535,MS,Quitman County,<20,0,2020-04-30
1536,MT,Roosevelt County,<20,0,2020-04-30
1537,NE,Douglas County,483,<20,2020-04-30
1538,NY,Schuyler County,<20,0,2020-04-30
1539,MI,St. Joseph County,30,<20,2020-04-30
1540,MD,Charles County,539,38,2020-04-30
1541,NM,Statewide Unallocated,0,0,2020-04-30
1542,MN,Lincoln County,<20,0,2020-04-30
1543,NE,Deuel County,0,0,2020-04-30
1544,NE,Saline County,87,0,2020-04-30
1545,KY,Oldham County,28,0,2020-04-30
1546,NY,Steuben County,210,<20,2020-04-30
1547,MT,Powder River County,0,0,2020-04-30
1548,MN,Scott County,36,<20,2020-04-30
1549,MI,Lenawee County,88,<20,2020-04-30
1550,OH,Lawrence County,24,0,2020-04-30
1551,LA,Plaquemines Parish,168,<20,2020-04-30
1552,MT,Powell County,0,0,2020-04-30
1553,MS,Neshoba County,169,<20,2020-04-30
1554,MO,Ozark County,0,0,2020-04-30
1555,NE,Dawes County,0,0,2020-04-30
1556,MD,Harford County,358,<20,2020-04-30
1557,NV,Lyon County,26,0,2020-04-30
1558,MN,Le Sueur County,24,0,2020-04-30
1559,OK,Caddo County,61,<20,2020-04-30
1560,MD,Howard County,802,<20,2020-04-30
1561,LA,Lafayette Parish,446,21,2020-04-30
1562,NE,Frontier County,0,0,2020-04-30
1563,NC,Franklin County,102,<20,2020-04-30
1564,NJ,Sussex County,882,97,2020-04-30
1565,NE,Kearney County,<20,0,2020-04-30
1566,MO,Callaway County,22,<20,2020-04-30
1567,MO,Shelby County,<20,0,2020-04-30
1568,NC,Edgecombe County,76,<20,2020-04-30
1569,MI,Van Buren County,43,<20,2020-04-30
1570,NH,Grafton County,48,0,2020-04-30
1571,NE,Keith County,0,0,2020-04-30
1572,LA,Natchitoches Parish,77,<20,2020-04-30
1573,NC,Scotland County,24,0,2020-04-30
1574,MO,Ralls County,<20,0,2020-04-30
1575,MO,Sullivan County,0,0,2020-04-30
1576,NM,San Juan County,508,36,2020-04-30
1577,MS,Perry County,26,<20,2020-04-30
1578,LA,Ouachita Parish,651,<20,2020-04-30
1579,NM,Bernalillo County,738,35,2020-04-30
1580,ND,Rolette County,<20,0,2020-04-30
1581,MI,Wayne County,16173,1682,2020-04-30
1582,MO,Taney County,<20,<20,2020-04-30
1583,MS,Smith County,66,<20,2020-04-30
1584,MI,Ogemaw County,<20,0,2020-04-30
1585,NE,Pierce County,<20,0,2020-04-30
1586,NE,Grant County,0,0,2020-04-30
1587,MN,Crow Wing County,20,<20,2020-04-30
1588,NC,Davidson County,166,<20,2020-04-30
1589,MT,Prairie County,0,0,2020-04-30
1590,NY,Statewide Unallocated,69,82,2020-04-30
1591,MD,Dorchester County,52,<20,2020-04-30
1592,NE,Loup County,0,0,2020-04-30
1593,NY,Queens County,49929,4983,2020-04-30
1594,NE,Morrill County,<20,0,2020-04-30
1595,NC,Gates County,<20,0,2020-04-30
1596,MI,Montmorency County,<20,0,2020-04-30
1597,MN,Sherburne County,<20,0,2020-04-30
1598,MD,Statewide Unallocated,0,<20,2020-04-30
1599,MS,Pike County,142,<20,2020-04-30
1600,NJ,Monmouth County,5826,305,2020-04-30
1601,NH,Rockingham County,664,<20,2020-04-30
1602,ND,Sheridan County,0,0,2020-04-30
1603,MD,Baltimore County,2631,94,2020-04-30
1604,NJ,Somerset County,3278,242,2020-04-30
1605,NY,Clinton County,59,<20,2020-04-30
1606,MO,Scott County,62,<20,2020-04-30
1607,MS,Stone County,22,0,2020-04-30
1608,MI,Benzie County,<20,0,2020-04-30
1609,NH,Strafford County,133,<20,2020-04-30
1610,MD,Calvert County,139,<20,2020-04-30
1611,MO,Reynolds County,<20,0,2020-04-30
1612,KY,Pike County,<20,<20,2020-04-30
1613,MA,Worcester County,4999,215,2020-04-30
1614,NJ,Morris County,5128,377,2020-04-30
1615,MO,Osage County,<20,0,2020-04-30
1616,MI,Calhoun County,210,<20,2020-04-30
1617,NJ,Ocean County,6151,342,2020-04-30
1618,OK,Cherokee County,26,<20,2020-04-30
1619,MO,Ripley County,<20,0,2020-04-30
1620,MO,St. Charles County,555,28,2020-04-30
1621,NE,Platte County,39,0,2020-04-30
1622,NE,Hamilton County,40,0,2020-04-30
1623,MS,Montgomery County,<20,<20,2020-04-30
1624,MN,Mille Lacs County,<20,<20,2020-04-30
1625,NJ,Salem County,219,<20,2020-04-30
1626,MI,Baraga County,0,0,2020-04-30
1627,LA,Jackson Parish,30,<20,2020-04-30
1628,KS,Harper County,0,0,2020-04-30
1629,NJ,Warren County,848,71,2020-04-30
1630,MN,Statewide Unallocated,0,0,2020-04-30
1631,MI,Branch County,53,<20,2020-04-30
1632,NY,Rockland County,11453,387,2020-04-30
1633,NC,Surry County,<20,0,2020-04-30
1634,NC,Graham County,<20,0,2020-04-30
1635,NY,Schenectady County,469,22,2020-04-30
1636,MI,Arenac County,<20,<20,2020-04-30
1637,MA,Norfolk County,5567,429,2020-04-30
1638,NY,Chenango County,95,0,2020-04-30
1639,MI,Tuscola County,94,<20,2020-04-30
1640,MS,Rankin County,179,<20,2020-04-30
1641,MO,Stoddard County,<20,0,2020-04-30
1642,NE,Holt County,0,0,2020-04-30
1643,MN,Steele County,<20,0,2020-04-30
1644,NE,Hooker County,0,0,2020-04-30
1645,OH,Huron County,30,<20,2020-04-30
1646,OH,Jefferson County,42,<20,2020-04-30
1647,MI,Alger County,0,0,2020-04-30
1648,MO,Schuyler County,0,0,2020-04-30
1649,MN,Morrison County,<20,0,2020-04-30
1650,MI,Chippewa County,<20,0,2020-04-30
1651,MT,Statewide Unallocated,0,<20,2020-04-30
1652,IN,Cass County,1101,<20,2020-04-30
1653,MI,Lapeer County,166,24,2020-04-30
1654,MN,Clay County,149,<20,2020-04-30
1655,ME,Kennebec County,103,<20,2020-04-30
1656,KS,Greenwood County,<20,0,2020-04-30
1657,NE,Banner County,0,0,2020-04-30
1658,NE,Seward County,<20,0,2020-04-30
1659,MS,Marion County,66,<20,2020-04-30
1660,NM,Lincoln County,<20,0,2020-04-30
1661,MS,Marshall County,42,<20,2020-04-30
1662,KY,Metcalfe County,<20,0,2020-04-30
1663,NE,Box Butte County,<20,0,2020-04-30
1664,NE,Logan County,0,0,2020-04-30
1665,KY,Robertson County,0,0,2020-04-30
1666,KS,Haskell County,<20,0,2020-04-30
1667,MN,Faribault County,<20,0,2020-04-30
1668,MN,Fillmore County,<20,<20,2020-04-30
1669,NE,Dakota County,465,0,2020-04-30
1670,MI,Menominee County,<20,0,2020-04-30
1671,MS,Newton County,73,0,2020-04-30
1672,ME,Washington County,<20,0,2020-04-30
1673,MA,Dukes County,<20,0,2020-04-30
1674,NM,Sandoval County,383,<20,2020-04-30
1675,MN,Rice County,<20,<20,2020-04-30
1676,NE,Colfax County,23,0,2020-04-30
1677,NE,Fillmore County,<20,0,2020-04-30
1678,NE,Phelps County,<20,0,2020-04-30
1679,NY,Broome County,266,<20,2020-04-30
1680,LA,Rapides Parish,255,<20,2020-04-30
1681,KY,Pulaski County,43,<20,2020-04-30
1682,NE,Dixon County,<20,0,2020-04-30
1683,NJ,Mercer County,3605,212,2020-04-30
1684,ND,Sioux County,<20,0,2020-04-30
1685,MI,Roscommon County,<20,0,2020-04-30
1686,OK,Canadian County,96,<20,2020-04-30
1687,MO,Shannon County,0,0,2020-04-30
1688,NJ,Union County,12188,627,2020-04-30
1689,MI,Wexford County,<20,<20,2020-04-30
1690,NC,Stanly County,28,<20,2020-04-30
1691,MO,Texas County,0,0,2020-04-30
1692,MI,Charlevoix County,<20,<20,2020-04-30
1693,MS,Simpson County,43,0,2020-04-30
1694,NE,Scotts Bluff County,27,0,2020-04-30
1695,NC,Gaston County,137,<20,2020-04-30
1696,MS,Sunflower County,52,<20,2020-04-30
1697,NC,Swain County,0,0,2020-04-30
1698,NC,Granville County,133,<20,2020-04-30
1699,NY,Chemung County,113,<20,2020-04-30
1700,MI,Bay County,135,<20,2020-04-30
1701,NM,Cibola County,46,<20,2020-04-30
1702,MN,Stearns County,86,0,2020-04-30
1703,MA,Franklin County,237,33,2020-04-30
1704,MN,Lake County,0,0,2020-04-30
1705,MT,Phillips County,0,0,2020-04-30
1706,MD,Garrett County,<20,0,2020-04-30
1707,NC,Forsyth County,179,<20,2020-04-30
1708,PA,Armstrong County,50,<20,2020-04-30
1709,NJ,Passaic County,11755,475,2020-04-30
1710,OK,Rogers County,50,<20,2020-04-30
1711,ND,Towner County,0,0,2020-04-30
1712,MN,Sibley County,<20,0,2020-04-30
1713,MN,Stevens County,0,0,2020-04-30
1714,MS,Tallahatchie County,<20,<20,2020-04-30
1715,MO,Dent County,0,0,2020-04-30
1716,NC,Haywood County,<20,0,2020-04-30
1717,OK,Seminole County,<20,<20,2020-04-30
1718,MS,Prentiss County,31,<20,2020-04-30
1719,NE,Hall County,883,<20,2020-04-30
1720,MO,St. Louis County,2958,159,2020-04-30
1721,MN,Martin County,52,<20,2020-04-30
1722,NY,Delaware County,59,<20,2020-04-30
1723,NE,Rock County,0,0,2020-04-30
1724,MS,Scott County,281,0,2020-04-30
1725,OH,Lake County,160,<20,2020-04-30
1726,PA,Beaver County,388,59,2020-04-30
1727,NE,Sarpy County,91,0,2020-04-30
1728,MI,Alpena County,67,<20,2020-04-30
1729,ND,Traill County,0,0,2020-04-30
1730,MI,Shiawassee County,173,<20,2020-04-30
1731,NM,Chaves County,22,<20,2020-04-30
1732,MS,Tippah County,53,<20,2020-04-30
1733,MI,Cheboygan County,<20,<20,2020-04-30
1734,MO,Daviess County,<20,0,2020-04-30
1735,OK,Sequoyah County,<20,<20,2020-04-30
1736,MO,Douglas County,0,0,2020-04-30
1737,OK,Cimarron County,<20,0,2020-04-30
1738,MI,Dickinson County,<20,<20,2020-04-30
1739,MS,Tishomingo County,<20,0,2020-04-30
1740,PA,Bedford County,22,<20,2020-04-30
1741,NC,Jackson County,<20,0,2020-04-30
1742,MN,Swift County,<20,0,2020-04-30
1743,MI,Eaton County,119,<20,2020-04-30
1744,MO,Franklin County,110,<20,2020-04-30
1745,MS,Tunica County,35,<20,2020-04-30
1746,KY,Nelson County,20,0,2020-04-30
1747,KY,Nicholas County,<20,0,2020-04-30
1748,NY,Orange County,8374,228,2020-04-30
1749,NE,Cedar County,0,0,2020-04-30
1750,MO,Cedar County,<20,0,2020-04-30
1751,MI,Muskegon County,242,<20,2020-04-30
1752,LA,Orleans Parish,6380,410,2020-04-30
1753,MN,Grant County,0,0,2020-04-30
1754,MO,Clark County,<20,0,2020-04-30
1755,NM,Santa Fe County,98,0,2020-04-30
1756,NC,Currituck County,<20,0,2020-04-30
1757,MO,Gasconade County,<20,0,2020-04-30
1758,NJ,Atlantic County,868,35,2020-04-30
1759,MN,McLeod County,<20,0,2020-04-30
1760,NE,Gosper County,<20,0,2020-04-30
1761,NC,Greene County,<20,0,2020-04-30
1762,MS,Panola County,38,<20,2020-04-30
1763,NC,Transylvania County,<20,0,2020-04-30
1764,NY,Chautauqua County,30,<20,2020-04-30
1765,NJ,Hunterdon County,573,24,2020-04-30
1766,MA,Plymouth County,4744,240,2020-04-30
1767,NE,Harlan County,0,0,2020-04-30
1768,MN,Meeker County,<20,0,2020-04-30
1769,PA,Blair County,21,0,2020-04-30
